City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign
Nashik,Plastic,3659,77,2929,9,Composting,1759,17,Nashik Landfill,63245,2023,14.6177,91.4568,1249.2318197336974,0.05785437583998735,103.47058823529412
Nashik,Organic,9946,72,2929,10,Composting,3566,15,Nashik Landfill,63245,2023,14.6177,91.4568,3395.698190508706,0.15726144359237884,237.73333333333332
Nashik,E-Waste,3729,45,2929,8,Composting,1187,20,Nashik Landfill,63245,2023,14.6177,91.4568,1273.1307613519973,0.0589611827021899,59.35
Nashik,Construction,613,40,2929,6,Landfill,2691,11,Nashik Landfill,63245,2023,14.6177,91.4568,209.2864458859679,0.00969246580757372,244.63636363636363
Nashik,Hazardous,9869,53,2929,10,Landfill,3250,11,Nashik Landfill,63245,2023,14.6177,91.4568,3369.409354728576,0.15604395604395604,295.45454545454544
Rajkot,Plastic,3388,64,23232,7,Recycling,3849,12,Rajkot Landfill,62818,2019,30.6193,68.7432,145.83333333333334,0.05393358591486517,320.75
Rajkot,Organic,4416,40,23232,5,Recycling,1296,13,Rajkot Landfill,62818,2019,30.6193,68.7432,190.08264462809916,0.07029832213696711,99.6923076923077
Rajkot,E-Waste,5512,65,23232,8,Recycling,2052,18,Rajkot Landfill,62818,2019,30.6193,68.7432,237.2589531680441,0.08774555063835207,114.0
Rajkot,Construction,1618,66,23232,6,Incineration,3335,14,Rajkot Landfill,62818,2019,30.6193,68.7432,69.64531680440771,0.02575694864529275,238.21428571428572
Rajkot,Hazardous,5601,44,23232,10,Composting,549,13,Rajkot Landfill,62818,2019,30.6193,68.7432,241.08987603305786,0.08916234200388423,42.23076923076923
Rajkot,Plastic,2457,59,23232,8,Recycling,1467,16,Rajkot Landfill,62818,2020,30.6193,68.7432,105.75929752066116,0.039112993091152216,91.6875
Rajkot,Organic,3427,41,23232,8,Recycling,2693,17,Rajkot Landfill,62818,2020,30.6193,68.7432,147.5120523415978,0.05455442707504218,158.41176470588235
Rajkot,E-Waste,581,64,23232,10,Recycling,1245,12,Rajkot Landfill,62818,2020,30.6193,68.7432,25.008608815426996,0.009248941386226877,103.75
Rajkot,Construction,3412,69,23232,8,Incineration,2332,12,Rajkot Landfill,62818,2020,30.6193,68.7432,146.866391184573,0.05431564201343564,194.33333333333334
Rajkot,Hazardous,4374,47,23232,6,Recycling,1541,7,Rajkot Landfill,62818,2020,30.6193,68.7432,188.27479338842974,0.06962972396446879,220.14285714285714
Rajkot,Plastic,8303,77,23232,6,Composting,778,11,Rajkot Landfill,62818,2021,30.6193,68.7432,357.39497245179064,0.13217549110127672,70.72727272727273
Rajkot,Organic,1800,67,23232,7,Recycling,1361,10,Rajkot Landfill,62818,2021,30.6193,68.7432,77.47933884297521,0.028654207392785506,136.1
Rajkot,E-Waste,959,83,23232,10,Recycling,4555,1,Rajkot Landfill,62818,2021,30.6193,68.7432,41.27926997245179,0.015266324938711833,4555.0
Rajkot,Construction,7305,44,23232,5,Recycling,2973,8,Rajkot Landfill,62818,2021,30.6193,68.7432,314.43698347107437,0.11628832500238785,371.625
Rajkot,Hazardous,2669,85,23232,10,Incineration,2793,17,Rajkot Landfill,62818,2021,30.6193,68.7432,114.88464187327824,0.04248782196185807,164.2941176470588
Rajkot,Plastic,3136,37,23232,8,Incineration,4999,1,Rajkot Landfill,62818,2022,30.6193,68.7432,134.9862258953168,0.0499219968798752,4999.0
Rajkot,Organic,8212,59,23232,5,Landfill,4516,5,Rajkot Landfill,62818,2022,30.6193,68.7432,353.4779614325069,0.1307268617275303,903.2
Rajkot,E-Waste,9144,38,23232,10,Landfill,1079,11,Rajkot Landfill,62818,2022,30.6193,68.7432,393.59504132231405,0.14556337355535037,98.0909090909091
Rajkot,Construction,3077,71,23232,8,Incineration,2851,13,Rajkot Landfill,62818,2022,30.6193,68.7432,132.4466253443526,0.04898277563755611,219.30769230769232
Rajkot,Hazardous,3626,38,23232,7,Incineration,2629,3,Rajkot Landfill,62818,2022,30.6193,68.7432,156.07782369146005,0.057722308892355696,876.3333333333334
Rajkot,Plastic,9686,69,23232,9,Landfill,3744,15,Rajkot Landfill,62818,2023,30.6193,68.7432,416.9249311294766,0.15419147378140025,249.6
Rajkot,Organic,5600,55,23232,8,Composting,1074,7,Rajkot Landfill,62818,2023,30.6193,68.7432,241.04683195592287,0.08914642299977714,153.42857142857142
Rajkot,E-Waste,6532,77,23232,5,Landfill,3045,10,Rajkot Landfill,62818,2023,30.6193,68.7432,281.16391184573,0.10398293482759718,304.5
Rajkot,Construction,7574,41,23232,8,Composting,691,20,Rajkot Landfill,62818,2023,30.6193,68.7432,326.01584022038566,0.12057053710719857,34.55
Rajkot,Hazardous,2256,61,23232,9,Incineration,1350,3,Rajkot Landfill,62818,2023,30.6193,68.7432,97.10743801652893,0.035913273265624504,450.0
Madurai,Plastic,8741,53,19454,9,Landfill,1385,12,Madurai Landfill,51929,2019,13.1884,95.8263,449.3163359720366,0.1683259835544686,115.41666666666667
Madurai,Organic,6764,40,19454,8,Composting,4083,6,Madurai Landfill,51929,2019,13.1884,95.8263,347.69199136424385,0.13025477093724122,680.5
Madurai,E-Waste,8320,53,19454,10,Incineration,2290,14,Madurai Landfill,51929,2019,13.1884,95.8263,427.6755423049244,0.16021876023031448,163.57142857142858
Madurai,Construction,8475,33,19454,5,Landfill,4852,2,Madurai Landfill,51929,2019,13.1884,95.8263,435.6430554127686,0.16320360492210517,2426.0
Madurai,Hazardous,8167,55,19454,6,Incineration,3261,15,Madurai Landfill,51929,2019,13.1884,95.8263,419.81083581782667,0.15727242966357913,217.4
Madurai,Plastic,8700,79,19454,5,Recycling,2505,2,Madurai Landfill,51929,2020,13.1884,95.8263,447.2088002467359,0.16753644399083364,1252.5
Madurai,Organic,5760,60,19454,8,Composting,3266,4,Madurai Landfill,51929,2020,13.1884,95.8263,296.0830677495631,0.11092068015944848,816.5
Madurai,E-Waste,7043,50,19454,7,Landfill,4625,3,Madurai Landfill,51929,2020,13.1884,95.8263,362.0335149583633,0.13562749138246452,1541.6666666666667
Madurai,Construction,7206,74,19454,9,Landfill,3529,4,Madurai Landfill,51929,2020,13.1884,95.8263,370.412254549193,0.13876639257447668,882.25
Madurai,Hazardous,9740,55,19454,5,Incineration,3197,2,Madurai Landfill,51929,2020,13.1884,95.8263,500.66824303485146,0.18756378901962295,1598.5
Madurai,Plastic,6503,79,19454,8,Landfill,2647,16,Madurai Landfill,51929,2021,13.1884,95.8263,334.2757273568418,0.12522867761751622,165.4375
Madurai,Organic,9455,66,19454,7,Landfill,2762,13,Madurai Landfill,51929,2021,13.1884,95.8263,486.0182995784929,0.18207552619923356,212.46153846153845
Madurai,E-Waste,4955,31,19454,6,Landfill,4887,15,Madurai Landfill,51929,2021,13.1884,95.8263,254.7034028991467,0.09541874482466445,325.8
Madurai,Construction,7446,57,19454,6,Incineration,1248,15,Madurai Landfill,51929,2021,13.1884,95.8263,382.7490490387581,0.14338808758112037,83.2
Madurai,Hazardous,8006,46,19454,9,Recycling,1181,19,Madurai Landfill,51929,2021,13.1884,95.8263,411.5349028477434,0.15417204259662232,62.1578947368421
Madurai,Plastic,6678,66,19454,9,Incineration,4434,3,Madurai Landfill,51929,2022,13.1884,95.8263,343.2713066721497,0.12859866355986058,1478.0
Madurai,Organic,4686,51,19454,5,Recycling,762,12,Madurai Landfill,51929,2022,13.1884,95.8263,240.87591240875912,0.09023859500471798,63.5
Madurai,E-Waste,2979,73,19454,5,Incineration,4480,7,Madurai Landfill,51929,2022,13.1884,95.8263,153.13046160172715,0.05736678926996476,640.0
Madurai,Construction,6526,38,19454,7,Recycling,1149,20,Madurai Landfill,51929,2022,13.1884,95.8263,335.4580034954251,0.1256715900556529,57.45
Madurai,Hazardous,577,83,19454,7,Recycling,4530,18,Madurai Landfill,51929,2022,13.1884,95.8263,29.659710085329497,0.01111132507847253,251.66666666666666
Madurai,Plastic,558,63,19454,9,Recycling,614,0,Madurai Landfill,51929,2023,13.1884,95.8263,28.683047188238923,0.01074544089044657,
Madurai,Organic,2461,33,19454,6,Landfill,3223,4,Madurai Landfill,51929,2023,13.1884,95.8263,126.50354682841575,0.04739163088062547,805.75
Madurai,E-Waste,586,48,19454,9,Landfill,1161,13,Madurai Landfill,51929,2023,13.1884,95.8263,30.122339878688187,0.011284638641221667,89.3076923076923
Madurai,Construction,2023,44,19454,9,Landfill,4545,16,Madurai Landfill,51929,2023,13.1884,95.8263,103.98889688495939,0.03895703749350074,284.0625
Madurai,Hazardous,1905,74,19454,9,Composting,2265,18,Madurai Landfill,51929,2023,13.1884,95.8263,97.9233062609232,0.036684704115234265,125.83333333333333
Jabalpur,Plastic,3200,58,7118,9,Recycling,602,13,Jabalpur Landfill,63720,2019,20.0639,89.516,449.56448440573195,0.050219711236660386,46.30769230769231
Jabalpur,Organic,1169,71,7118,6,Incineration,3046,16,Jabalpur Landfill,63720,2019,20.0639,89.516,164.23152570946894,0.018345888261142498,190.375
Jabalpur,E-Waste,7795,72,7118,10,Landfill,4026,7,Jabalpur Landfill,63720,2019,20.0639,89.516,1095.1109862320877,0.12233207784055242,575.1428571428571
Jabalpur,Construction,5367,32,7118,5,Composting,4155,4,Jabalpur Landfill,63720,2019,20.0639,89.516,754.0039336892386,0.08422787193973634,1038.75
Jabalpur,Hazardous,6122,76,7118,8,Recycling,3926,10,Jabalpur Landfill,63720,2019,20.0639,89.516,860.0730542287159,0.09607658505963591,392.6
Jabalpur,Plastic,2337,69,7118,9,Landfill,3011,15,Jabalpur Landfill,63720,2020,20.0639,89.516,328.3225625175611,0.03667608286252354,200.73333333333332
Jabalpur,Organic,891,74,7118,5,Recycling,2819,16,Jabalpur Landfill,63720,2020,20.0639,89.516,125.175611126721,0.013983050847457627,176.1875
Jabalpur,E-Waste,2321,60,7118,10,Landfill,3441,0,Jabalpur Landfill,63720,2020,20.0639,89.516,326.07474009553243,0.03642498430634024,
Jabalpur,Construction,2536,72,7118,8,Composting,3991,13,Jabalpur Landfill,63720,2020,20.0639,89.516,356.2798538915426,0.03979912115505336,307.0
Jabalpur,Hazardous,4315,39,7118,5,Incineration,3444,4,Jabalpur Landfill,63720,2020,20.0639,89.516,606.2096094408541,0.06771814187068424,861.0
Jabalpur,Plastic,3957,40,7118,6,Composting,872,15,Jabalpur Landfill,63720,2021,20.0639,89.516,555.9145827479629,0.06209981167608286,58.13333333333333
Jabalpur,Organic,6528,48,7118,9,Landfill,1862,9,Jabalpur Landfill,63720,2021,20.0639,89.516,917.1115481876932,0.10244821092278719,206.88888888888889
Jabalpur,E-Waste,9148,65,7118,5,Incineration,3322,4,Jabalpur Landfill,63720,2021,20.0639,89.516,1285.1924697948862,0.1435655994978029,830.5
Jabalpur,Construction,2988,53,7118,6,Composting,3631,20,Jabalpur Landfill,63720,2021,20.0639,89.516,419.7808373138522,0.04689265536723164,181.55
Jabalpur,Hazardous,5235,33,7118,6,Recycling,2870,16,Jabalpur Landfill,63720,2021,20.0639,89.516,735.4593987075021,0.0821563088512241,179.375
Jabalpur,Plastic,7833,72,7118,10,Incineration,997,1,Jabalpur Landfill,63720,2022,20.0639,89.516,1100.4495644844058,0.12292843691148776,997.0
Jabalpur,Organic,5713,85,7118,5,Recycling,3842,15,Jabalpur Landfill,63720,2022,20.0639,89.516,802.6130935656083,0.08965787821720025,256.1333333333333
Jabalpur,E-Waste,5990,37,7118,6,Incineration,3278,2,Jabalpur Landfill,63720,2022,20.0639,89.516,841.5285192469795,0.09400502197112366,1639.0
Jabalpur,Construction,9076,37,7118,10,Landfill,1340,15,Jabalpur Landfill,63720,2022,20.0639,89.516,1275.0772688957572,0.14243565599497804,89.33333333333333
Jabalpur,Hazardous,1907,74,7118,5,Incineration,557,6,Jabalpur Landfill,63720,2022,20.0639,89.516,267.9123349255409,0.0299278091650973,92.83333333333333
Jabalpur,Plastic,4114,42,7118,6,Recycling,2176,1,Jabalpur Landfill,63720,2023,20.0639,89.516,577.9713402641191,0.06456371625863151,2176.0
Jabalpur,Organic,2259,75,7118,10,Recycling,1100,5,Jabalpur Landfill,63720,2023,20.0639,89.516,317.3644282101714,0.035451977401129944,220.0
Jabalpur,E-Waste,9698,79,7118,8,Incineration,3131,15,Jabalpur Landfill,63720,2023,20.0639,89.516,1362.4613655521214,0.15219711236660388,208.73333333333332
Jabalpur,Construction,2595,81,7118,7,Composting,993,14,Jabalpur Landfill,63720,2023,20.0639,89.516,364.56869907277326,0.040725047080979286,70.92857142857143
Jabalpur,Hazardous,8135,79,7118,6,Composting,2933,3,Jabalpur Landfill,63720,2023,20.0639,89.516,1142.8772127001967,0.12766792215944758,977.6666666666666
Allahabad,Plastic,6010,71,19181,5,Incineration,915,0,Allahabad Landfill,35432,2019,35.9642,87.6951,313.33090037015796,0.1696206818694965,
Allahabad,Organic,2008,54,19181,5,Recycling,1878,5,Allahabad Landfill,35432,2019,35.9642,87.6951,104.68692977425577,0.05667193497403477,375.6
Allahabad,E-Waste,7959,71,19181,7,Incineration,4898,8,Allahabad Landfill,35432,2019,35.9642,87.6951,414.9418695584172,0.2246274554075412,612.25
Allahabad,Construction,3618,73,19181,5,Recycling,1318,12,Allahabad Landfill,35432,2019,35.9642,87.6951,188.62415932433137,0.10211108602393316,109.83333333333333
Allahabad,Hazardous,5820,34,19181,7,Composting,4725,6,Allahabad Landfill,35432,2019,35.9642,87.6951,303.4252645847453,0.16425829758410476,787.5
Allahabad,Plastic,4462,55,19181,5,Recycling,4317,16,Allahabad Landfill,35432,2020,35.9642,87.6951,232.62603618163809,0.12593136148114698,269.8125
Allahabad,Organic,5920,54,19181,6,Recycling,2492,6,Allahabad Landfill,35432,2020,35.9642,87.6951,308.63875710338357,0.16708060510273198,415.3333333333333
Allahabad,E-Waste,9769,38,19181,6,Composting,1976,6,Allahabad Landfill,35432,2020,35.9642,87.6951,509.30608414576926,0.27571122149469407,329.3333333333333
Allahabad,Construction,4796,78,19181,8,Landfill,3524,4,Allahabad Landfill,35432,2020,35.9642,87.6951,250.0391011938898,0.13535786859336194,881.0
Allahabad,Hazardous,2461,39,19181,9,Incineration,1811,8,Allahabad Landfill,35432,2020,35.9642,87.6951,128.30405088368698,0.06945698803341611,226.375
Allahabad,Plastic,9096,76,19181,5,Composting,3310,17,Allahabad Landfill,35432,2021,35.9642,87.6951,474.2192794953339,0.2567170918943328,194.7058823529412
Allahabad,Organic,1944,53,19181,10,Landfill,3544,17,Allahabad Landfill,35432,2021,35.9642,87.6951,101.3502945623273,0.05486565816211334,208.47058823529412
Allahabad,E-Waste,3083,58,19181,5,Composting,2181,9,Allahabad Landfill,35432,2021,35.9642,87.6951,160.73197434961682,0.0870117407992775,242.33333333333334
Allahabad,Construction,9041,33,19181,9,Landfill,1487,2,Allahabad Landfill,35432,2021,35.9642,87.6951,471.3518586100829,0.2551648227590878,743.5
Allahabad,Hazardous,2075,53,19181,9,Composting,1218,16,Allahabad Landfill,35432,2021,35.9642,87.6951,108.1799697617434,0.058562881011515015,76.125
Allahabad,Plastic,9603,36,19181,6,Recycling,1145,17,Allahabad Landfill,35432,2022,35.9642,87.6951,500.6516865648298,0.27102619101377284,67.3529411764706
Allahabad,Organic,4604,38,19181,6,Landfill,2987,13,Allahabad Landfill,35432,2022,35.9642,87.6951,240.02919555810436,0.12993903815759766,229.76923076923077
Allahabad,E-Waste,5732,32,19181,7,Incineration,3137,19,Allahabad Landfill,35432,2022,35.9642,87.6951,298.8373911683437,0.1617746669677128,165.10526315789474
Allahabad,Construction,9883,50,19181,6,Composting,4134,15,Allahabad Landfill,35432,2022,35.9642,87.6951,515.2494656170169,0.2789286520659291,275.6
Allahabad,Hazardous,1331,74,19181,6,Composting,3021,4,Allahabad Landfill,35432,2022,35.9642,87.6951,69.39158542307491,0.037564913072928426,755.25
Allahabad,Plastic,6209,47,19181,10,Landfill,2392,5,Allahabad Landfill,35432,2023,35.9642,87.6951,323.70575048224805,0.1752370738315647,478.4
Allahabad,Organic,7713,63,19181,5,Composting,1504,6,Allahabad Landfill,35432,2023,35.9642,87.6951,402.1166779625671,0.21768457891171822,250.66666666666666
Allahabad,E-Waste,4700,78,19181,6,Composting,4043,15,Allahabad Landfill,35432,2023,35.9642,87.6951,245.0341483759971,0.13264845337547979,269.53333333333336
Allahabad,Construction,9415,69,19181,8,Recycling,3994,17,Allahabad Landfill,35432,2023,35.9642,87.6951,490.8503206297899,0.26572025287875367,234.94117647058823
Allahabad,Hazardous,2712,54,19181,7,Landfill,3778,17,Allahabad Landfill,35432,2023,35.9642,87.6951,141.38991710546895,0.07654097990517046,222.23529411764707
Visakhapatnam,Plastic,5770,75,12359,10,Recycling,849,12,Visakhapatnam Landfill,48016,2019,12.4235,85.6407,466.8662513148313,0.12016827724091969,70.75
Visakhapatnam,Organic,3716,63,12359,9,Recycling,2761,9,Visakhapatnam Landfill,48016,2019,12.4235,85.6407,300.67157537017556,0.07739086971009664,306.77777777777777
Visakhapatnam,E-Waste,1507,85,12359,7,Recycling,1357,8,Visakhapatnam Landfill,48016,2019,12.4235,85.6407,121.9354316692289,0.03138537154281906,169.625
Visakhapatnam,Construction,6216,61,12359,5,Recycling,4944,1,Visakhapatnam Landfill,48016,2019,12.4235,85.6407,502.9533133748685,0.12945684771742752,4944.0
Visakhapatnam,Hazardous,5910,39,12359,5,Landfill,3743,15,Visakhapatnam Landfill,48016,2019,12.4235,85.6407,478.1940286430941,0.12308397200933022,249.53333333333333
Visakhapatnam,Plastic,4884,56,12359,5,Recycling,895,11,Visakhapatnam Landfill,48016,2020,12.4235,85.6407,395.17760336596814,0.10171609463512163,81.36363636363636
Visakhapatnam,Organic,7111,54,12359,5,Composting,1267,11,Visakhapatnam Landfill,48016,2020,12.4235,85.6407,575.3701755805486,0.14809646784405198,115.18181818181819
Visakhapatnam,E-Waste,4042,78,12359,6,Landfill,1250,17,Visakhapatnam Landfill,48016,2020,12.4235,85.6407,327.0491140059875,0.08418027324225258,73.52941176470588
Visakhapatnam,Construction,3381,48,12359,5,Landfill,4978,17,Visakhapatnam Landfill,48016,2020,12.4235,85.6407,273.5658224775467,0.0704140286571143,292.8235294117647
Visakhapatnam,Hazardous,588,76,12359,8,Incineration,3832,15,Visakhapatnam Landfill,48016,2020,12.4235,85.6407,47.57666477870378,0.012245918027324226,255.46666666666667
Visakhapatnam,Plastic,9354,73,12359,6,Landfill,1758,16,Visakhapatnam Landfill,48016,2021,12.4235,85.6407,756.8573509183591,0.19481006331222925,109.875
Visakhapatnam,Organic,7018,53,12359,6,Recycling,4005,5,Visakhapatnam Landfill,48016,2021,12.4235,85.6407,567.845294926774,0.14615961346217926,801.0
Visakhapatnam,E-Waste,7321,31,12359,8,Composting,4193,11,Visakhapatnam Landfill,48016,2021,12.4235,85.6407,592.3618415729428,0.15247000999666777,381.1818181818182
Visakhapatnam,Construction,9575,65,12359,6,Composting,3043,0,Visakhapatnam Landfill,48016,2021,12.4235,85.6407,774.739056557974,0.1994126957680773,
Visakhapatnam,Hazardous,2751,30,12359,7,Composting,1396,17,Visakhapatnam Landfill,48016,2021,12.4235,85.6407,222.5908245003641,0.05729340219926691,82.11764705882354
Visakhapatnam,Plastic,3074,77,12359,10,Composting,4735,14,Visakhapatnam Landfill,48016,2022,12.4235,85.6407,248.72562505057044,0.06402032655781406,338.2142857142857
Visakhapatnam,Organic,4528,78,12359,8,Recycling,2938,18,Visakhapatnam Landfill,48016,2022,12.4235,85.6407,366.37268387409983,0.0943018993668777,163.22222222222223
Visakhapatnam,E-Waste,545,68,12359,5,Incineration,4818,10,Visakhapatnam Landfill,48016,2022,12.4235,85.6407,44.09741888502306,0.011350383205598134,481.8
Visakhapatnam,Construction,4931,58,12359,6,Composting,2921,0,Visakhapatnam Landfill,48016,2022,12.4235,85.6407,398.9805000404563,0.10269493502165945,
Visakhapatnam,Hazardous,7605,31,12359,8,Composting,1191,16,Visakhapatnam Landfill,48016,2022,12.4235,85.6407,615.3410470102759,0.15838470509830058,74.4375
Visakhapatnam,Plastic,7054,62,12359,6,Composting,1978,10,Visakhapatnam Landfill,48016,2023,12.4235,85.6407,570.7581519540416,0.14690936354548484,197.8
Visakhapatnam,Organic,7615,39,12359,5,Recycling,3030,11,Visakhapatnam Landfill,48016,2023,12.4235,85.6407,616.1501739622947,0.1585929690103299,275.45454545454544
Visakhapatnam,E-Waste,6752,48,12359,5,Composting,986,1,Visakhapatnam Landfill,48016,2023,12.4235,85.6407,546.3225180030747,0.14061979340219927,986.0
Visakhapatnam,Construction,8160,58,12359,6,Incineration,3943,0,Visakhapatnam Landfill,48016,2023,12.4235,85.6407,660.2475928473177,0.16994335221592802,
Visakhapatnam,Hazardous,2622,85,12359,9,Recycling,1879,15,Visakhapatnam Landfill,48016,2023,12.4235,85.6407,212.15308681932194,0.054606797734088636,125.26666666666667
Gwalior,Plastic,5559,49,11280,6,Recycling,735,5,Gwalior Landfill,54460,2019,10.9566,91.6565,492.8191489361702,0.10207491737054719,147.0
Gwalior,Organic,549,32,11280,8,Composting,4300,7,Gwalior Landfill,54460,2019,10.9566,91.6565,48.670212765957444,0.01008079324274697,614.2857142857143
Gwalior,E-Waste,6318,66,11280,9,Composting,3620,3,Gwalior Landfill,54460,2019,10.9566,91.6565,560.1063829787234,0.11601175174439957,1206.6666666666667
Gwalior,Construction,7388,74,11280,8,Landfill,3177,6,Gwalior Landfill,54460,2019,10.9566,91.6565,654.9645390070922,0.13565919941241278,529.5
Gwalior,Hazardous,3629,34,11280,8,Incineration,4718,14,Gwalior Landfill,54460,2019,10.9566,91.6565,321.71985815602835,0.06663606316562615,337.0
Gwalior,Plastic,4765,62,11280,10,Landfill,4218,3,Gwalior Landfill,54460,2020,10.9566,91.6565,422.42907801418437,0.08749540947484392,1406.0
Gwalior,Organic,9036,47,11280,5,Composting,3454,6,Gwalior Landfill,54460,2020,10.9566,91.6565,801.063829787234,0.165919941241278,575.6666666666666
Gwalior,E-Waste,1600,85,11280,6,Composting,4572,6,Gwalior Landfill,54460,2020,10.9566,91.6565,141.84397163120568,0.029379360998898273,762.0
Gwalior,Construction,5094,34,11280,5,Composting,3993,17,Gwalior Landfill,54460,2020,10.9566,91.6565,451.59574468085106,0.09353654058024238,234.88235294117646
Gwalior,Hazardous,1827,49,11280,7,Incineration,1661,9,Gwalior Landfill,54460,2020,10.9566,91.6565,161.96808510638297,0.033547557840616964,184.55555555555554
Gwalior,Plastic,2782,51,11280,9,Recycling,4711,14,Gwalior Landfill,54460,2021,10.9566,91.6565,246.63120567375887,0.051083363936834374,336.5
Gwalior,Organic,9542,61,11280,7,Incineration,4239,2,Gwalior Landfill,54460,2021,10.9566,91.6565,845.9219858156029,0.17521116415717958,2119.5
Gwalior,E-Waste,5503,61,11280,8,Composting,1671,20,Gwalior Landfill,54460,2021,10.9566,91.6565,487.85460992907804,0.10104663973558575,83.55
Gwalior,Construction,8284,45,11280,5,Landfill,3055,6,Gwalior Landfill,54460,2021,10.9566,91.6565,734.3971631205674,0.15211164157179582,509.1666666666667
Gwalior,Hazardous,1014,51,11280,9,Recycling,1873,10,Gwalior Landfill,54460,2021,10.9566,91.6565,89.8936170212766,0.01861917003305178,187.3
Gwalior,Plastic,3556,41,11280,10,Incineration,4042,2,Gwalior Landfill,54460,2022,10.9566,91.6565,315.2482269503546,0.06529562982005141,2021.0
Gwalior,Organic,9726,50,11280,10,Recycling,4444,7,Gwalior Landfill,54460,2022,10.9566,91.6565,862.2340425531914,0.17858979067205288,634.8571428571429
Gwalior,E-Waste,5300,60,11280,5,Composting,669,15,Gwalior Landfill,54460,2022,10.9566,91.6565,469.8581560283688,0.09731913330885053,44.6
Gwalior,Construction,7561,47,11280,8,Composting,3024,18,Gwalior Landfill,54460,2022,10.9566,91.6565,670.3014184397163,0.13883584282041866,168.0
Gwalior,Hazardous,4272,41,11280,6,Incineration,4123,9,Gwalior Landfill,54460,2022,10.9566,91.6565,378.72340425531917,0.0784428938670584,458.1111111111111
Gwalior,Plastic,6842,42,11280,8,Recycling,3546,15,Gwalior Landfill,54460,2023,10.9566,91.6565,606.5602836879433,0.12563349247153874,236.4
Gwalior,Organic,5233,38,11280,10,Recycling,1146,5,Gwalior Landfill,54460,2023,10.9566,91.6565,463.91843971631204,0.09608887256702167,229.2
Gwalior,E-Waste,9903,41,11280,7,Landfill,3260,4,Gwalior Landfill,54460,2023,10.9566,91.6565,877.9255319148937,0.181839882482556,815.0
Gwalior,Construction,7540,77,11280,6,Composting,4220,7,Gwalior Landfill,54460,2023,10.9566,91.6565,668.4397163120567,0.1384502387073081,602.8571428571429
Gwalior,Hazardous,2480,58,11280,6,Composting,1081,19,Gwalior Landfill,54460,2023,10.9566,91.6565,219.8581560283688,0.045538009548292326,56.89473684210526
